GeneName_Symbol	log2FoldChange
Tprn	0.0112
Ssna1	-0.0696
Anapc2	0.0116
Grin1	-0.001
Man1b1	-0.0315
Dpp7	0.2389
Uap1l1	0.0895
Sapcd2	-0.034
Entpd2	0.1598
Npdc1	0.015
Abca2	0.0078
BC029214	0.0191
Clic3	-0.0065
Ptgds	-1.8594
C8g	-0.0294
Fbxw5	-0.0769
Traf2	0.0302
Edf1	-0.0915
Mamdc4	0.0165
Phpt1	-0.0086
Gm996	0.0773
Rabl6	0.0421
Fcnaos	0.0185
Ccdc183	0.0063
Tmem141	0.0421
A230005M16Rik	0.0597
Bmyc	0.0194
Kcnt1	-0.013
Camsap1	-0.0744
Ubac1	0.0364
Nacc2	0.0669
C330006A16Rik	-0.003
1810012K08Rik	0.008
Qsox2	-0.024
4932418E24Rik	0.0104
Gpsm1	0.056
Dnlz	0.0482
Card9	0.004
Gm13562	7e-04
Snapc4	0.0221
Gm13563	0.0132
Sdccag3	-0.0883
Pmpca	0.0129
Inpp5e	0.0124
Sec16a	-0.0025
0610009E02Rik	-0.0065
Notch1	0.1781
Egfl7	-3.0144
Agpat2	-0.065
Fam69b	-0.0024
Snora17	-0.001
Surf6	-0.0344
Med22	-0.0794
Rpl7a	0.0101
Surf1	-0.0729
Surf2	0.0528
Surf4	-0.0012
Stkld1	0.021
Rexo4	0.0041
Cacfd1	-5e-04
Slc2a6	0.0033
Tmem8c	-0.0153
Fam163b	-0.0058
Sardh	-0.0325
Vav2	-0.0068
Brd3os	-0.0243
Brd3	0.0097
Wdr5	0.0169
Gm13421	2e-04
Rxra	0.0202
Col5a1	0.0034
Olfm1	-0.4498
Ppp1r26	0.0239
1700007K13Rik	-0.151
Mrps2	-0.0421
Gm10134	0.003
Ralgds	-0.0205
Gtf3c5	0.0423
Tsc1	0.0479
1700026L06Rik	-0.0263
Ak8	-0.0275
Gtf3c4	-0.0127
Ddx31	-0.0212
1700101E01Rik	-0.0159
Gm13394	0.0315
Ttf1	0.0226
Setx	-0.0287
6530402F18Rik	0.0098
Med27	0.0457
Rapgef1	-0.0184
Trub2	-0.0278
Coq4	0.034
Slc27a4	0.1652
Urm1	0.1011
2600006K01Rik	0.0037
Cercam	0.0366
Odf2	-0.0855
Gle1	0.0083
Sptan1	-0.0934
Wdr34	0.0102
Set	-0.0074
Pkn3	-0.0097
Zdhhc12	0.043
Zer1	0.1259
Tbc1d13	0.0117
Endog	-0.01
D2Wsu81e	-0.0707
Ccbl1	0.03
1700084E18Rik	0.0146
Lrrc8a	-0.0205
Gm28035	-0.0366
Phyhd1	-0.0023
Dolk	0.0818
Nup188	-0.0682
Sh3glb2	0.0555
Fam73b	0.0652
Dolpp1	0.1469
Crat	0.065
Ppp2r4	-0.0436
Ier5l	-0.049
Cstad	-0.004
Gm14488	-3e-04
1700001O22Rik	-0.0162
Ntmt1	-0.0121
Asb6	-0.0073
Prrx2	-0.0247
Ptges	-0.0363
Tor1b	-0.011
Tor1a	-0.0415
BC005624	-0.069
Usp20	-0.0306
Fnbp1	0.0924
D330023K18Rik	-0.0141
Gpr107	0.0651
Ncs1	-0.1183
Hmcn2	0.0217
Ass1	0.1571
Fubp3	0.022
Exosc2	0.0089
Gm13427	0.0056
Abl1	0.0129
Lamc3	-0.0156
Aif1l	0.0324
Gm13442	0.0081
Nup214	0.0085
Ppapdc3	-0.0088
Prrc2b	0.0015
Pomt1	0.0394
Uck1	-0.061
Swi5	-0.0141
Golga2	0.1173
Dnm1	-0.0456
Ciz1	0.0111
1110008P14Rik	-0.0231
Ptges2	-0.018
Slc25a25	-0.0063
Naif1	0.0135
Fam102a	0.3114
Dpm2	-0.0577
St6galnac4	0.0165
St6galnac6	-0.0032
Ak1	-0.0688
Eng	-2.2586
Fpgs	0.0845
Cdk9	-0.0145
Sh2d3c	-0.0233
Ttc16	-0.0217
Tor2a	0.0023
Ptrh1	0.0177
1700019L03Rik	-0.0225
Stxbp1	0.004
Fam129b	-0.0112
Lrsam1	0.139
Rpl12	-0.0133
Slc2a8	0.196
Garnl3	0.0129
Ralgps1	0.0246
Angptl2	-0.0235
Zbtb34	0.0088
Zbtb43	-0.0754
Mvb12b	-0.0043
Nron	-4e-04
Pbx3	-0.0086
Mapkap1	-0.0602
Gm13414	0.0063
Gapvd1	-0.0842
Hspa5	-0.1673
Rabepk	0.0731
Fbxw2	0.0018
Psmd5	-0.1048
Cutal	-0.0115
Phf19	-0.0168
Traf1	0.0018
Hc	-0.0184
AI182371	-0.005
Cntrl	-0.0307
Rab14	-0.0585
Gsn	0.0033
Stom	0.0444
Gm13443	-0.0058
Ggta1	-0.0486
Dab2ip	0.0083
Ttll11	-0.0057
Ndufa8	-0.0667
Morn5	-0.0025
Rbm18	0.0725
Mrrf	0.0629
Ptgs1	-0.0147
Gm13436	-0.0186
Pdcl	0.0027
Rc3h2	0.0555
Zbtb6	0.0091
Zbtb26	3e-04
Rabgap1	-0.0458
Strbp	0.0674
Gm13543	0.0086
Crb2	-0.0038
Dennd1a	0.1221
ENSMUSG00000107586	-0.0062
ENSMUSG00000108155	0.0079
ENSMUSG00000107529	0.0088
Gm13556	0
Lhx2	0.3304
Gm27197	0.0078
Nek6	-0.0537
Psmb7	7e-04
Nr6a1	-0.0066
Nr6a1os	-0.0069
ENSMUSG00000107884	0.0124
Olfml2a	0.0771
Wdr38	-0.0467
Rpl35	-0.0868
Arpc5l	-0.0827
Golga1	-0.0259
Scai	-0.0086
Gm16523	0.0119
ENSMUSG00000107955	0.004
Ppp6c	0.0355
Gm13453	-0.0219
Gm13456	0.0069
Lrp1b	0.0068
Gm13461	-0.0029
Gtdc1	0.0316
Zeb2	-0.0018
Zeb2os	-0.012
Acvr2a	-0.0019
Orc4	-0.0119
Mbd5	0.0135
Gm13509	-0.1187
Epc2	0.058
Kif5c	-0.0572
Lypd6b	-0.0011
Gm13480	0.0043
Lypd6	0.0064
Mmadhc	-0.0525
Gm13483	-0.0408
Rnd3	-0.466
Gm13493	-0.0113
Rbm43	-0.0462
Nmi	0.0065
Tnfaip6	0.4161
Rif1	-0.0289
Neb	0.0044
Arl5a	-0.0102
A430018G15Rik	-0.033
Cacnb4	-0.0107
Bloc1s2-ps	-0.0331
Stam2	-0.0074
Fmnl2	0.0578
Prpf40a	-0.0394
Arl6ip6	0.0163
Gm13502	0.0183
Rprm	-0.0556
Kcnj3	0.0111
Nr4a2	-0.025
BB557941	-0.0067
A930012O16Rik	-0.0085
Gpd2	0.0301
Ermn	-0.0042
Acvr1	0.1053
Upp2	-0.0271
Gm13558	-0.0089
Ccdc148	0.0109
Pkp4	-0.059
Tanc1	-0.0261
Wdsub1	0.0065
Baz2b	0.0027
Gm13572	0.0243
Gm13620	0.0202
March7	0.0077
Cd302	-0.0295
Rbms1	-0.0771
Tank	0.0332
Psmd14	-0.0136
Tbr1	-0.0137
Slc4a10	-0.0037
Ifih1	-0.0095
Gca	-0.0177
Kcnh7	-0.0237
Gm13577	-0.0111
Grb14	-0.1483
Cobll1	-0.0184
Gm13594	-0.0178
Slc38a11	-0.0147
Scn3a	-3e-04
Scn2a1	0.0041
Galnt3	-0.0089
Ttc21b	4e-04
Scn7a	-0.0098
B3galt1	0.0667
Gm26743	0.0042
RP23-326I20.4	-0.0065
Gm13607	2e-04
Stk39	0.0034
Gm13597	-0.028
Cers6	-0.0058
Nostrin	-0.0368
Spc25	0.003
Lrp2	-0.0087
Bbs5	0.0012
Fastkd1	-0.0195
Ppig	-0.0569
Ccdc173	-0.0536
Phospho2	0.0165
Klhl23	-0.001
Ssb	-0.0554
Mettl5	-0.0047
Mettl5os	-0.0524
Ubr3	0.0209
Rpl9-ps7	0.0066
Sp5	0.0023
Erich2os	-5e-04
Erich2	-0.004
Gad1	0.0089
Gm26558	0.0042
Gorasp2	0.0729
Tlk1	0.0027
Mettl8	0.0221
Dcaf17	0.0023
Cybrd1	-0.031
Dync1i2	0.0104
Slc25a12	0.0956
Hat1	-0.1137
Metap1d	0.0789
Dlx1as	0.0167
Itga6	-0.0066
Pdk1	0.0471
Rapgef4	-0.0571
Zak	-0.0932
Cdca7	0.0112
Ak3l2-ps	0.0019
Sp3	0.0077
Sp3os	-0.0391
Ola1	0.0323
Cir1	0.0391
Scrn3	0.024
Gpr155	0.0474
D230022J07Rik	0.0049
Gm13707	0.0014
Wipf1	0.0308
Chrna1os	0.0063
Chn1os3	0.0064
Chn1	-0.0929
Chn1os1	0.0012
Atf2	-0.0697
Atp5g3	0.0348
Lnp	-0.0258
Mrpl23-ps1	1e-04
Mtx2	-0.0042
Rps6-ps4	-0.0298
Hnrnpa3	0.0302
Nfe2l2	0.0447
E030042O20Rik	0.0136
Agps	-0.041
Ttc30b	-0.0714
Ttc30a1	0.0117
Rbm45	0.001
Osbpl6	-0.0439
Prkra	0.0216
Fkbp7	0.0584
Plekha3	0.013
Ttn	-0.027
Ccdc141	-0.0472
Sestd1	0.0134
Gm13651	0.0255
Zfp385b	7e-04
Cwc22	0.0302
Ube2e3	0.0341
Itga4	-0.0372
Cerkl	-0.0134
Ssfa2	-0.2818
Pde1a	-0.0291
Prdx6b	-0.0089
Dnajc10	-0.2058
Frzb	-0.0045
Nckap1	-0.0179
Gm13689	0.0085
Gm13688	0.0028
Dusp19	-0.0041
Nup35	0.0408
Gm4735	0.0255
Zc3h15	-0.0626
Itgav	-0.017
Gm13684	0.008
Fam171b	-0.0256
Calcrl	-0.0341
Tfpi	-0.0209
Ctnnd1	0.0164
2700094K13Rik	-0.0406
Tmx2	-0.0932
Med19	0.1205
Zdhhc5	0.0357
Clp1	-0.0171
Ypel4	-0.0019
Gm19426	-0.0062
Serping1	-1.595
Ube2l6	-0.0313
Timm10	-0.0067
Slc43a3	-0.043
Ssrp1	-0.0666
Tnks1bp1	0.0203
Ptprj	-0.0244
Nup160	0.0067
Fnbp4	-0.0039
Agbl2	0.0197
Mtch2	0.0307
C1qtnf4	-0.0637
Ndufs3	-0.0377
Kbtbd4	-0.0062
Ptpmt1	-0.0527
Celf1	0.0351
Rapsn	-0.0315
Gm13778	0.0037
Psmc3	-0.0494
Slc39a13	0.0793
Spi1	-0.1172
Madd	-0.0129
Nr1h3	-0.0128
Acp2	-0.1002
Ddb2	-0.0032
Pacsin3	-0.0243
Arfgap2	-0.0476
1110051M20Rik	0.2116
Gm13787	-0.0015
Lrp4	-0.0548
Ckap5	-0.0149
Zfp408	-0.0498
Arhgap1	0.0168
Atg13	-0.0112
Harbi1	-0.0088
Ambra1	0.0224
Mdk	-0.1427
Dgkz	-0.1062
Gm9821	0.0109
Creb3l1	0.0206
2900072N19Rik	-0.0034
Phf21a	-0.0385
Gyltl1b	-4e-04
Pex16	-0.0117
1700029I15Rik	0.0012
Mapk8ip1	0.35
Cry2	0.0628
D930015M05Rik	0.0134
Slc35c1	0.0459
Chst1	0.3662
Prdm11	-0.0236
Trp53i11	-0.0282
Tspan18	0.0065
Cd82	0.1659
Ext2	0.0218
Accs	0.0087
Gm13889	-0.0905
4921507L20Rik	-0.0049
Alkbh3	0.1222
Hsd17b12	0.0586
E530001K10Rik	-0.0023
Ttc17	-0.0168
Itpa-ps1	-0.0059
2810002D19Rik	0.0023
Api5	-0.0245
Lrrc4c	-0.1182
Gm13803	0.0028
Gm10800	0.0188
B230118H07Rik	0.0269
Traf6	-0.2358
Prr5l	-0.0093
Commd9	-0.1224
Ldlrad3	0.0177
Trim44	-0.0476
Gm13868	0.0077
Fjx1	0.424
Pamr1	0.0728
Slc1a2	0.0412
Gm13872	0.089
Cd44	0.0166
Pdhx	-0.1095
Apip	0.0135
BC016548	0.0075
Elf5	0.0261
Cat	0.0647
Abtb2	0.0373
Nat10	0.0068
Caprin1	0.0401
Lmo2	-2.9028
4931422A03Rik	0.0089
Fbxo3	0.0397
Cd59b	-0.0438
Cd59a	-0.0518
D430041D05Rik	-0.0073
Gm13882	-0.0083
Hipk3	-0.0447
Cstf3	0.0398
Tcp11l1	-0.001
Depdc7	0.0186
Prrg4	-0.0087
Ccdc73	0.0176
Eif3m	0.0572
Rcn1	-0.057
Pax6os1	-0.0058
RP23-431C3.3	0.0064
Pax6	0.0735
Elp4	0.0456
Immp1l	0.024
Dnajc24	5e-04
BB218582	-0.0182
Mpped2	0.0099
Arl14ep	0.0133
Gm13910	-0.0358
Mettl15	0.237
Kif18a	0.0073
Bdnf	0.0039
Lin7c	-0.0433
Lgr4	0.2766
Ccdc34	-0.0087
Bbox1	-0.0039
Fibin	0.0013
Lpcat4	-0.0029
Nop10	-0.0168
Slc12a6	-0.1049
Emc4	-0.0953
Katnbl1	-0.029
Emc7	-0.0038
Aven	0.0044
Scg5	-0.4006
Gm21596	-0.0503
Aqr	0.0073
Zfp770	0.0195
Dph6	-2e-04
BC052040	-0.002
Meis2	-0.7963
2700033N17Rik	-0.0301
G630016G05Rik	-0.0096
D330050G23Rik	-0.0286
Spred1	-0.0224
Fam98b	-0.0129
Rasgrp1	0.0073
Thbs1	-0.003
Fsip1	-0.0133
Gpr176	0.0064
Eif2ak4	0.0149
Srp14	-0.0625
Bub1b	-0.002
Inafm2	0.002
A430105I19Rik	0.0184
Disp2	-0.0127
Knstrn	-0.0039
Ivd	0.1173
Bahd1	0.0251
Chst14	-8e-04
Ccdc32	0.0894
Rpusd2	0.0092
Rad51	-0.0023
Rmdn3	-0.0661
Gchfr	8e-04
Dnajc17	-0.084
Gm14137	0.0084
Zfyve19	0.0084
Spint1	-0.0105
Vps18	0.0071
Dll4	-0.0209
Chac1	-0.0051
Ino80	0.0027
Exd1	0.0526
Chp1	0.0299
1700020I14Rik	-0.3832
Oip5	-0.0032
Nusap1	0.0056
Ndufaf1	-0.0843
H3f3c	-0.002
Rtf1	-0.0291
Itpka	-0.0044
Ltk	-0.0178
Rpap1	0.0267
Tyro3	-0.0195
Mga	0.0073
Mapkbp1	-0.0121
Jmjd7	0.0227
Sptbn5	0.0149
Ehd4	-0.0442
Vps39	0.0124
Tmem87a	0.0048
Ganc	-0.0676
Capn3	-0.0203
Zfp106	-0.0609
Snap23	-0.0469
Lrrc57	-0.0451
Haus2	0.0712
Stard9	0.0332
Cdan1	-0.0156
Ttbk2	-0.0033
AV039307	-0.0011
Ubr1	0.011
Tmem62	0.0689
Ccndbp1	0.0156
Lcmt2	-9e-04
Adal	0.0118
Zscan29	-0.0094
Tubgcp4	-0.0187
Trp53bp1	-0.0034
Map1a	0.0414
Ppip5k1	-0.0101
Ckmt1	-0.0031
Catsper2	0.0318
Pdia3	0.0144
Serf2	-0.0755
Hypk	0.0388
Mfap1b	0.0649
Gm14018	0.0072
Mfap1a	-0.0203
Wdr76	0.0088
Frmd5	-0.0061
Gm14019	0.0031
Casc4	-0.0149
Ctdspl2	0.0077
Eif3j1	-0.0264
Spg11	-0.0161
B2m	-0.5523
Sord	0.0303
Shf	-0.0199
Bambi-ps1	0.0049
Gatm	-0.4323
Spata5l1	0.0056
Slc30a4	-0.0137
Bloc1s6os	0.0044
Bloc1s6	0.0262
Sqrdl	-0.0259
Sema6d	0.0284
Slc24a5	-0.0048
Myef2	0.0183
Dut	-0.0467
A530010F05Rik	0.0036
Fbn1	-0.004
Cep152	-0.0216
Shc4	0.002
Eid1	0.1853
Secisbp2l	0.0132
Cops2	9e-04
Galk2	0.0029
Fam227b	-0.0099
Fgf7	-0.0051
Dtwd1	0.0053
Hdc	-0.0121
Gabpb1	-0.1459
Gm27003	-0.0069
Usp8	-0.0844
Usp50	0.0233
Trpm7	0.0121
Sppl2a	0.0404
Ap4e1	0.0109
Blvra	-0.04
Ncaph	-0.0069
Itpripl1	-0.0319
1810024B03Rik	0.0277
Snrnp200	0.021
Ciao1	0.1107
Tmem127	-0.0227
RP23-206D14.7	0.0218
Stard7	0.051
Dusp2	-0.021
Fahd2a	0.0011
Kcnip3	0.0444
Gm22613	-0.0011
Prom2	0.0036
Zfp661	-0.0768
Mrps5	0.1326
Mal	-0.0733
Mall	-0.0033
Nphp1	-0.0845
1500011K16Rik	-0.0344
Bcl2l11	-0.0203
Gm14005	-0.0098
Anapc1	-0.034
Mertk	0.0153
Gm14011	0.0048
Gm23172	-0.001
Tmem87b	-0.0684
Fbln7	-0.0161
Zc3h8	-5e-04
Gm10762	0.0032
Zc3h6	0.0248
Gm14022	-0.0152
Ttl	-0.0216
Polr1b	0.0177
Chchd5	-0.0357
Gm14026	-0.0079
RP23-160G19.9	7e-04
RP23-160G19.10	0.0211
Slc20a1	0.0492
9830144P21Rik	0.0108
A730036I17Rik	0.0043
Ckap2l	-0.0039
Gm14023	-0.0103
Il1a	-2.4786
Il1b	-0.0121
Spcs2-ps	-0.0171
Sirpa	-0.0639
Pdyn	-0.0024
Stk35	0.0841
Snrpb	-0.0048
Nop56	0.024
Idh3b	0.086
Ebf4	0.0136
Cpxm1	-0.0357
Pced1a	-0.0212
Vps16	-0.0772
Ptpra	-0.1444
ENSMUSG00000115955	0.0283
4930473A02Rik	7e-04
Mrps26	-0.0231
Ubox5	0.0186
Fastkd5	-0.0363
Lzts3	0.0877
Ddrgk1	-0.1035
Itpa	-6e-04
4930402H24Rik	0.0753
Gm14057	-0.0208
A730017L22Rik	7e-04
Atrn	0.0372
Gfra4	-0.0178
Hspa12b	-0.0382
1700037H04Rik	-0.0048
Spef1	-0.0533
Cenpb	-0.0218
Cdc25b	0.0456
Ap5s1	-0.0438
Mavs	0.07
Pank2	-0.0216
Rnf24	0.0332
Gm14284	-0.0054
Smox	-0.0567
5330413P13Rik	-0.0078
Erv3	0.0083
Prnp	-0.1331
Rassf2	0.0209
Slc23a2	0.1133
Gm14051	0.0126
Tmem230	0.0342
Pcna	-0.0095
AV099323	-0.0053
Cds2	0.0339
Gpcpd1	-0.0243
1110034G24Rik	0.0325
Chgb	-1.9717
Trmt6	0.0423
Mcm8	-0.0134
Crls1	0.0065
Bmp2	-0.0083
Tmx4	-0.0181
Plcb1	0.1103
Gm14036	0.0127
Plcb4	-0.2211
Ankef1	-9e-04
Snap25	-1.7619
Mkks	-0.002
Slx4ip	-0.0076
Jag1	-0.0357
Btbd3	-0.0144
Ism1	-0.0055
Tasp1	-0.0398
Esf1	-0.009
Ndufaf5	0.0349
Macrod2	-0.0447
Flrt3	-0.0253
Kif16b	-0.006
Snrpb2	-0.0878
Pcsk2	-0.0107
Dstn	-0.1038
Rrbp1	-0.041
Snx5	-0.0102
Mgme1	-0.0349
Csrp2bp	-0.0979
Zfp133-ps	-6e-04
Dzank1	0.0319
Polr3f	0.0248
Rbbp9	-0.0316
Sec23b	-0.0477
Gm561	0.0071
Dtd1	-0.0472
Slc24a3	-0.7232
Rin2	-0.0202
Naa20	-0.077
Crnkl1	-0.0785
Cfap61	-0.0024
Ralgapa2	-0.0138
Gm14117	-0.0048
Kiz	-0.0156
Xrn2	0.0051
Nkx2-2	-0.0081
Nkx2-2os	-0.0213
6430503K07Rik	-0.0525
Gm14113	-0.0027
Thbd	-0.0217
Cd93	-0.0387
Nxt1	-0.0802
Gzf1	0.01
Napb	0.0054
Cst3	-0.111
Syndig1	0.0053
Zfp120	0.0193
Zfp937	-0.0076
3300002I08Rik	0.0144
Gm10130	0.0025
Zfp442	0.0031
Gm14121	-0.0074
Apmap	0.0229
Acss1	0.0116
E130215H24Rik	0.0617
Entpd6	0.064
Pygb	0.0783
Abhd12	0.0041
Gins1	0.01
Ninl	0.0097
Nanp	-0.0046
Gm14150	-1e-04
Nsfl1c	-0.0369
Gm14167	0.0333
Fkbp1a	-0.1603
Sdcbp2	-0.0128
Snph	0.0754
Tmem74b	0.0171
Psmf1	-0.3081
Angpt4	-0.0056
Fam110a	-0.021
Slc52a3	-0.0177
Srxn1	-0.0123
Csnk2a1	0.0716
Tbc1d20	0.0348
Rbck1	0.0285
Sox12	0.0501
Zcchc3	-0.065
6820408C15Rik	-0.0228
Gm27343	-0.0092
H13	0.0316
Mcts2	0.0152
Id1	-0.0197
Cox4i2	-0.0313
Bcl2l1	-0.1661
Tpx2	0.0019
Foxs1	-0.0148
Dusp15	0.0367
Ttll9	-0.0205
Pdrg1	-0.0641
Ccm2l	-0.0263
Hck	-0.0336
Tm9sf4	0.0936
Tspyl3	-0.0031
Plagl2	0.0069
Pofut1	0.2806
Kif3b	0.0151
2500004C02Rik	0.0391
Asxl1	0.0355
Nol4l	-0.0346
Gm14472	-0.0075
Commd7	0.0055
Dnmt3b	-0.011
Gm14490	0.0107
Mapre1	-0.0387
Gm14494	-0.0304
Bpifb5	0.0048
Cdk5rap1	0.0256
Snta1	0.0579
Cbfa2t2	0.0152
Necab3	0.0115
1700003F12Rik	0.0351
Actl10	-0.0039
E2f1	0.0253
Pxmp4	0.0799
4930519P11Rik	0.0119
Zfp341	-5e-04
Chmp4b	0.044
Raly	-0.0034
Eif2s2	0.0014
Ahcy	0.0037
ENSMUSG00000109877	-0.004
Itch	0.0213
Dynlrb1	-0.0708
Map1lc3a	-0.0147
Pigu	0.2514
Trp53inp2	-0.033
Ncoa6	-0.0087
Ggt7	0.0454
Acss2	0.0311
Gss	-0.0186
Gm14257	-0.0015
Trpc4ap	0.0966
Edem2	-0.0832
Procr	-0.0066
Mmp24	0.0028
BC029722	-0.0816
Eif6	-0.1254
Uqcc1	-0.059
Gdf5	-0.0086
Cep250	-0.037
6430550D23Rik	-0.0052
Ergic3	-0.0554
Spag4	0.0193
Cpne1	0.0042
RP23-220D12.13	0.0129
Rbm12	0.0742
Nfs1	-0.0112
Romo1	-0.0653
Rbm39	0.0262
Phf20	-0.0482
Scand1	-0.0569
Cnbd2	0.1031
Gm14253	-0.0173
RP24-114E18.7	-0.1817
Epb4.1l1	-0.1114
Aar2	0.0436
Gm14168	-0.0023
Gm14169	-0.0037
Dlgap4	-0.0141
4930405A21Rik	0.0084
Myl9	-1.9269
Tgif2	0.0143
5430405H02Rik	0.019
4930518I15Rik	0.0053
1110008F13Rik	-0.0134
Ndrg3	0.0697
Gm14276	0.0087
Dsn1	0.036
Soga1	-0.0333
Samhd1	0.009
Rbl1	0.0112
Mroh8	0.016
Rpn2	0.014
Ghrh	-0.0325
Manbal	-0.0073
Src	0.9789
Gm14286	0.0173
Blcap	0.0346
Nnat	-0.1186
Ctnnbl1	0.0405
Gm14176	-0.008
Vstm2l	-0.0163
Tti1	-0.0107
Rprd1b	-0.0035
Tgm2	-1.7743
D630003M21Rik	0.0155
Lbp	-0.0095
9430008C03Rik	0.0566
Snhg11	-0.15
Ralgapb	-0.0043
Actr5	-0.0333
Ppp1r16b	-0.0259
Dhx35	0.0548
Mafb	-1.403
Top1	-0.0337
Plcg1	-0.0411
Gm27206	0.0074
Zhx3	-0.0306
Gm16751	0.0087
Lpin3	0.001
Chd6	0.0072
ENSMUSG00000109780	0.0157
Ptprt	0.1104
9430021M05Rik	0.0113
Gm11451	0.0069
Srsf6	-0.0047
Ift52	0.0242
Mybl2	-0.001
Gtsf1l	-0.0198
Tox2	0.0502
Jph2	-0.0235
Oser1	-0.0889
2900093K20Rik	-0.0113
Gdap1l1	0.0095
Fitm2	-0.0504
Ttpal	-1e-04
Serinc3	-0.1647
Pkig	-0.6237
Ada	-0.0058
Wisp2	-0.0067
Ywhab	-0.1309
Tomm34	0.0485
Stk4	-0.4573
Kcns1	-0.0037
Matn4	-0.0411
Sdc4	0.0484
Sys1	-0.0652
Gm14302	-0.0103
Dbndd2	-0.1771
Pigt	0.012
Wfdc2	-0.0085
Wfdc3	-0.0176
Dnttip1	-0.0717
Snx21	-0.0161
Acot8	-0.0148
Zswim3	-1e-04
Zswim1	-0.0842
Neurl2	-0.0121
Ctsa	-0.0641
Pltp	-1.3113
Pcif1	-0.002
Zfp335	0.0019
Zfp335os	0.0279
Ncoa5	0.0308
Cd40	-0.0171
Slc35c2	0.0035
Elmo2	0.0426
Zfp334	0.0084
Slc13a3	0.0381
2810408M09Rik	0.0156
Slc2a10	0.0231
Zmynd8	0.044
BC046401	-0.006
Ncoa3	-0.0463
Sulf2	-0.083
Prex1	0.0901
Gm25265	-0.0037
Trp53rk	-0.0112
Arfgef2	-0.0366
Cse1l	0.0342
Gm17096	0.0086
Stau1	0.0346
Ddx27	0.0499
Znfx1	-0.0923
1500012F01Rik	-0.0241
Kcnb1	4e-04
1110018N20Rik	-0.0467
Ptgis	-0.0031
B4galt5	0.0426
Slc9a8	-0.0287
Spata2	0.1587
Rnf114	0.0303
Ube2v1	-0.0393
Tmem189	-0.0029
Cebpb	-1.5983
Ptpn1	-0.0064
Pard6b	-0.0034
E130018N17Rik	0.0055
Adnp	0.0137
Dpm1	0.0249
Mocs3	0.0571
Nfatc2	-0.0229
Atp9a	-0.0906
Zfp64	0.0015
Tshz2	-0.0125
Zfp217	9e-04
Gm14270	0.0173
Bcas1	-0.0424
Bcas1os2	0.0048
Gm14269	-0.025
Pfdn4	-0.0419
Dok5	-0.0132
Fam210b	0.0746
Aurka	0.0035
Cstf1	0.0104
Cass4	-0.0011
Gm14455	0.0046
Rtfdc1	0.0187
Gcnt7	0.0077
Gm14303	-0.0079
Tfap2c	-0.0066
Bmp7	-0.0761
Rae1	0.0774
Rbm38	0.0072
Pmepa1	-0.034
Pmepa1os	0
Ppp4r1l-ps	0.0206
Rab22a	0.0748
Vapb	0.0515
Stx16	0.1331
Npepl1	0.0273
Gm10714	-0.0173
Gnas	0.0235
Nelfcd	0.0018
Ctsz	-0.2159
Atp5e	-0.0616
Slmo2	-0.0607
Edn3	-0.0092
Gm14439	0.005
Gm14399	-0.0141
Gm14443	0.0149
Gm14391	0.0068
Gm4724	0.0089
Gm14306	0.0101
Gm14305	-0.0077
Gm14295	0.0031
Gm14296	0.0269
Gm14419	-0.0139
Gm14411	-0.0058
Gm14410	0.1359
Gm14412	-0.0057
Gm14418	0.0777
Gm14420	0.0015
Gm14403	0.0034
Gm14322	-0.0195
Gm14325	0.0624
Gm14327	-6e-04
C330013J21Rik	0.0073
Gm14326	0.0193
Etohi1	0.0012
Zfp931	-0.0139
Phactr3	-0.0251
Sycp2	0.0242
Ppp1r3d	0.0519
Fam217b	0.5253
Cdh26	-0.0072
Cdh4	0.1468
Taf4a	0.009
4921531C22Rik	0.0058
Lsm14b	0.0053
Psma7	-0.1038
Ss18l1	-0.0078
Mtg2	-0.0176
Osbpl2	0.1372
Adrm1	-0.0922
Lama5	-0.0672
Rps21	-0.0488
Cables2	-0.0099
B230312C02Rik	-0.0262
Slco4a1	-0.0741
Ntsr1	0.0071
Mrgbp	0.0431
Ogfr	0.0037
Col9a3	0.0723
Dido1	-0.0179
Gid8	0.0462
Ythdf1	0.0089
Birc7	0.0044
Nkain4	-0.0368
Arfgap1	-0.013
9230112E08Rik	0.0037
Col20a1	0.0092
Chrna4	-0.0096
Eef1a2	-0.023
Ppdpf	-0.0277
BC051628	-0.0051
Gmeb2	-0.0179
Gm7645	-0.0044
Stmn3	-0.1046
Rtel1	-0.0303
Arfrp1	-0.0441
Zgpat	0.005
Lime1	0.002
Slc2a4rg-ps	0.0183
Zbtb46	-0.0077
Tpd52l2	0.0548
Dnajc5	-0.0254
Uckl1	0.0524
Uckl1os	-0.0199
Znf512b	-0.0058
Prpf6	-0.0174
Samd10	-0.0397
Sox18	-0.1338
Tcea2	-0.0375
Rgs19	-0.0533
Oprl1	0.005
Pcmtd2	-0.0161
Polr3k	-0.1273
Gm14448	-9e-04
Gm26618	-0.0218
Nudt11	-0.0103
Rpl19-ps12	0.007
Nudt10	0.0217
Bmp15	-0.0085
Shroom4	0.018
Clcn5	0.0026
Usp27x	-0.001
Gm14379	0.0116
2010204K13Rik	-0.0567
Ppp1r3f	0.0162
RP23-135F22.6	0.005
Ppp1r3fos	0.0057
Ccdc22	0.011
Syp	-0.0502
Gm14703	0.0024
Prickle3	-0.0043
Plp2	-0.0191
Gpkow	-0.0508
